-95.311707	0.106470
-92.698135	0.107009
-90.086426	0.128705
-87.476563	0.118706
-84.868538	0.113232
-82.262360	0.167988
-79.658028	0.126403
-77.055534	0.126786
-74.454887	0.153297
-71.856071	0.173896
-69.259094	0.133465
-66.663940	0.130670
-64.070625	0.147957
-61.479145	0.187285
-58.889484	0.144134
-56.301659	0.151770
-53.715652	0.161241
-51.131466	0.161661
-48.549107	0.150975
-45.968559	0.163269
-43.389835	0.168823
-40.812920	0.171858
-38.237816	0.181858
-35.664528	0.177730
-33.093044	0.191747
-30.523373	0.188832
-27.955503	0.177753
-25.389439	0.203915
-22.825174	0.212324
-20.262709	0.205456
-17.702049	0.206041
-15.143178	0.214051
-12.586101	0.212601
-10.030815	0.218570
-7.477323	0.165448
-4.925625	0.202599
-2.375707	0.228979
0.172427	0.237198
2.718777	0.222427
5.263346	0.196361
7.806128	0.184029
10.347138	0.186134
12.886374	0.181491
15.423838	0.188487
17.959524	0.208555
20.493446	0.187502
23.025589	0.182863
25.555973	0.184182
28.084591	0.185184
30.611446	0.192870
33.136532	0.179509
35.659874	0.162482
38.181446	0.177061
40.701279	0.161732
43.219334	0.166374
45.735645	0.162285
48.250210	0.159457
50.763023	0.160996
53.274097	0.159896
55.783409	0.167752
58.290985	0.124540
60.796833	0.165281
63.300919	0.136836
65.803284	0.164349
68.303894	0.148082
70.802788	0.169139
73.299950	0.166100
75.795364	0.176407
78.289070	0.172132
80.781029	0.184041
83.271263	0.185647
85.759789	0.176660
88.246590	0.154227
90.731659	0.167295
93.215019	0.147267
95.696648	0.180850
98.176582	0.130668
100.654793	0.151202
103.131294	0.152749
105.606079	0.135531
108.079155	0.122523
110.550545	0.094603
113.020203	0.104668
115.488174	0.123409
117.954437	0.120508
120.419014	0.116638
122.881874	0.116201
125.343040	0.105513
127.802513	0.113012
130.260300	0.106481
132.716400	0.104922
135.170792	0.099602
137.623520	0.096243
140.074539	0.092216
142.523895	0.084016
144.971558	0.078528
147.417542	0.073862
149.861847	0.071449
152.304489	0.067767
154.745422	0.065415
157.184692	0.062679
159.622299	0.060037
162.058243	0.058701
164.492477	0.058063
166.925079	0.058868
169.356033	0.057723
171.785324	0.058919
174.212906	0.058262
176.638840	0.059002
179.063156	0.059221
181.485748	0.058470
183.906738	0.058366
186.326065	0.058403
188.743713	0.058152
191.159744	0.059032
193.574127	0.057390
195.986847	0.055936
198.397903	0.054331
200.807343	0.053729
203.215134	0.051686
205.621246	0.050516
208.025772	0.050764
210.428650	0.050680
212.829865	0.050833
215.229492	0.050166
217.627457	0.049412
220.023788	0.049028
222.418503	0.049356
224.811584	0.049455
227.203049	0.048640
229.592865	0.049312
231.981064	0.048732
234.367676	0.050290
236.752640	0.050978
239.135986	0.051961
241.517700	0.052665
243.897842	0.053314
246.276321	0.052526
248.653229	0.052733
251.028519	0.052040
253.402161	0.051768
255.774246	0.052602
258.144714	0.051585
260.513580	0.053656
262.880829	0.052428
265.246490	0.051682
267.610565	0.050554
269.972992	0.050563
272.333893	0.050491
274.693176	0.050342
277.050812	0.051463
279.406891	0.051594
281.761444	0.053385
284.114349	0.055374
286.465668	0.055659
288.815399	0.059283
291.163544	0.062022
293.510132	0.064179
295.855133	0.061966
298.198578	0.059109
300.540405	0.055514
302.880646	0.053140
305.219360	0.051284
307.556458	0.050181
309.892029	0.049586
312.226013	0.049989
314.558441	0.049420
316.889252	0.049737
319.218536	0.050929
321.546265	0.051085
323.872467	0.053128
326.197021	0.053854
328.520050	0.054460
330.841583	0.054952
333.161469	0.052063
335.479858	0.051407
337.796692	0.049593
340.111969	0.048107
342.425690	0.048663
344.737854	0.049028
347.048523	0.049556
349.357605	0.049115
351.665131	0.049170
353.971161	0.049251
356.275574	0.049854
358.578491	0.049838
360.879913	0.049525
363.179718	0.049804
365.478058	0.049673
367.774841	0.051123
370.070099	0.051309
372.363800	0.052164
374.656006	0.051616
376.946686	0.051927
379.235809	0.051042
381.523438	0.050139
383.809540	0.049516
386.094147	0.048643
388.377228	0.049568
390.658691	0.049558
392.938721	0.049291
395.217255	0.047938
397.494232	0.047974
399.769745	0.048781
402.043701	0.049344
404.316162	0.048747
406.587097	0.049229
408.856567	0.048915
411.124512	0.048974
413.390991	0.049632
415.655884	0.050106
417.919342	0.049773
420.181305	0.049607
422.441711	0.050387
424.700684	0.049593
426.958160	0.050124
429.214081	0.048655
431.468597	0.049538
433.721588	0.049285
435.973022	0.049990
438.223022	0.049478
440.471558	0.050421
442.718597	0.050886
444.964142	0.052682
447.208221	0.053634
449.450836	0.054602
451.691895	0.053885
453.931549	0.053680
456.169708	0.051925
458.406403	0.049903
460.641602	0.048835
462.875366	0.048548
465.107635	0.048515
467.338379	0.047627
469.567719	0.047654
471.795624	0.047383
474.022034	0.047419
476.246979	0.046672
478.470459	0.046548
480.692474	0.047282
482.912964	0.047872
485.132080	0.047587
487.349731	0.047779
489.565948	0.046542
491.780670	0.047043
493.993958	0.048316
496.205719	0.048754
498.416138	0.050651
500.625092	0.051448
502.832550	0.053491
505.038605	0.052780
507.243225	0.050543
509.446411	0.051782
511.648071	0.049550
513.848389	0.049079
516.047180	0.048836
518.244507	0.049475
520.440552	0.048547
522.635071	0.048776
524.828186	0.049198
527.019836	0.049879
529.210083	0.047851
531.398926	0.048390
533.586243	0.048243
535.772278	0.049130
537.956787	0.049292
540.139893	0.050812
542.321472	0.052815
544.501831	0.054291
546.680664	0.055184
548.858093	0.053527
551.034058	0.051481
553.208618	0.050378
555.381836	0.048795
557.553589	0.047599
559.723938	0.048893
561.892822	0.047893
564.060364	0.047133
566.226501	0.047708
568.391235	0.047260
570.554504	0.048592
572.716370	0.048875
574.876953	0.049751
577.036011	0.050356
579.193726	0.050270
581.350098	0.050671
583.505005	0.050255
585.658447	0.051208
587.810547	0.050752
589.961243	0.051452
592.110657	0.052009
594.258606	0.050349
596.405090	0.050293
598.550354	0.049825
600.694031	0.049973
602.836487	0.048543
604.977417	0.050107
607.117126	0.048698
609.255310	0.047369
611.392212	0.048810
613.527649	0.048599
615.661743	0.049664
617.794434	0.049012
619.925842	0.049567
622.055847	0.048008
624.184448	0.047297
626.311584	0.047874
628.437500	0.047934
630.561951	0.049996
632.685120	0.052119
634.806824	0.052003
636.927246	0.050121
639.046387	0.048827
641.163940	0.047576
643.280212	0.046349
645.395203	0.045152
647.508789	0.045326
649.621033	0.046036
651.731873	0.044257
653.841370	0.045766
655.949463	0.044418
658.056335	0.042871
660.161804	0.045021
662.265869	0.043796
664.368652	0.044638
666.470032	0.043842
668.570129	0.045689
670.668762	0.044584
672.766174	0.045285
674.862244	0.045739
676.956909	0.045021
679.050293	0.046901
681.142273	0.046832
683.232971	0.048976
685.322266	0.050820
687.410217	0.052565
689.496887	0.054486
691.582214	0.053137
693.666260	0.051103
695.748901	0.050435
697.830200	0.048667
699.910217	0.046913
701.988953	0.047355
704.066162	0.045251
706.142273	0.046301
708.216980	0.046091
710.290344	0.044278
712.362427	0.044952
714.433044	0.044751
716.502502	0.043459
718.570557	0.044521
720.637390	0.043774
722.702942	0.043905
724.767090	0.043737
726.829834	0.043493
728.891357	0.045502
730.951599	0.043373
733.010559	0.044082
735.068115	0.043813
737.124390	0.043249
739.179382	0.043131
741.233032	0.044247
743.285400	0.043092
745.336426	0.044083
747.386230	0.044336
749.434753	0.043379
751.481934	0.044313
753.527771	0.043519
755.572327	0.042586
757.615540	0.043744
759.657532	0.043902
761.698364	0.043480
763.737732	0.043612
765.775757	0.043738
767.812622	0.044384
769.848083	0.043288
771.882385	0.044826
773.915344	0.045691
775.946960	0.047648
777.977356	0.048905
780.006409	0.049645
782.034241	0.050067
784.060852	0.049739
786.086060	0.049091
788.109985	0.047249
790.132690	0.045855
792.154175	0.045606
794.174316	0.043986
796.193054	0.043985
798.210754	0.043289
800.226990	0.042870
802.242065	0.041967
804.255920	0.042918
806.268494	0.043769
808.279663	0.044029
810.289673	0.043002
812.298401	0.045617
814.305847	0.045161
816.311951	0.045018
818.316895	0.047013
820.320557	0.046823
822.322937	0.048415
824.324097	0.049047
826.324036	0.051031
828.322693	0.052279
830.320068	0.054416
832.316162	0.053943
834.311035	0.055088
836.304565	0.054603
838.296997	0.054777
840.288147	0.054670
842.277893	0.056297
844.266602	0.055117
846.253845	0.054195
848.239990	0.052972
850.224915	0.049230
852.208557	0.049439
854.190979	0.047269
856.172119	0.045335
858.152039	0.046046
860.130676	0.045371
862.108154	0.044350
864.084290	0.043333
866.059265	0.042942
868.033020	0.041885
870.005371	0.043614
871.976624	0.043468
873.946655	0.042665
875.915466	0.043813
877.882996	0.043387
879.849365	0.044152
881.814453	0.046248
883.778381	0.048562
885.741028	0.047897
887.702454	0.048922
889.662659	0.047520
891.621643	0.046122
893.579346	0.044579
895.535767	0.043990
897.491089	0.042297
899.445251	0.042074
901.398071	0.041507
903.349792	0.042039
905.300232	0.041813
907.249451	0.042322
909.197510	0.040450
911.144348	0.041050
913.089966	0.040734
915.034302	0.040711
916.977417	0.041771
918.919434	0.042595
920.860229	0.045103
922.799622	0.047431
924.737976	0.049364
926.675171	0.050609
928.611145	0.050136
930.545837	0.047513
932.479309	0.046028
934.411682	0.043905
936.342896	0.041744
938.272766	0.041948
940.201477	0.041754
942.129028	0.041234
944.055420	0.041359
945.980591	0.042142
947.904358	0.041526
949.827209	0.040401
951.748718	0.039128
953.669128	0.039557
955.588318	0.038772
957.506348	0.039792
959.423157	0.038383
961.338806	0.039134
963.253235	0.039241
965.166504	0.038833
967.078613	0.039027
968.989441	0.038541
970.899231	0.038669
972.807739	0.038398
974.715027	0.038233
976.621094	0.038649
978.526123	0.038413
980.429993	0.039547
982.332642	0.037111
984.234131	0.037112
986.134399	0.039723
988.033508	0.038707
989.931396	0.038351
991.828186	0.038585
993.723816	0.038116
995.618164	0.037810
997.511536	0.039070
999.403442	0.037480
1001.294434	0.040198
1003.184143	0.040014
1005.072815	0.040157
1006.960266	0.039701
1008.846558	0.041061
1010.731628	0.041569
1012.615601	0.041802
1014.498352	0.041752
1016.380005	0.040433
1018.260498	0.040523
1020.139832	0.038928
1022.018005	0.038752
1023.895020	0.039464
1025.770874	0.039518
1027.645508	0.040198
1029.519043	0.040441
1031.391479	0.038314
1033.262695	0.039091
1035.132813	0.038674
1037.001709	0.037421
1038.869629	0.036919
1040.736206	0.038080
1042.601685	0.037880
1044.466064	0.036799
1046.329224	0.037037
1048.191406	0.037022
1050.052124	0.036706
1051.911987	0.036602
1053.770630	0.037200
1055.628174	0.035983
1057.484497	0.036000
1059.339600	0.037119
1061.193848	0.036642
1063.046753	0.036813
1064.898682	0.036153
1066.749390	0.037447
1068.598755	0.036902
1070.447266	0.036174
